0,-2753.3,-2026,-832.12,-285.36,-551.22,-280.35,-566.27,-2482.4,-5115.9,-8622.1,-4288.2,-7448.4,-6771.2,-7689.1,-6299.7,-6991.9,-6018.8,-5231.3,-2557.7,-3621.1,-5582.4,-5938.5,-4584.2,-4032.4
0,-3455.5,-1970.8,-1148.1,-867.23,-847.17,-1208.3,-1133.1,-2452.3,-5667.7,-8371.3,-5517.2,-5803.1,-5983.7,-6219.4,-7202.6,-5953.6,-4739.7,-5381.7,-2658,-3992.3,-5742.9,-4855,-4067.5,-3089.4
0,-2567.7,-2036,-1715,-827.1,-822.09,-1118,-1218.4,-1679.8,-3621.1,-5537.2,-4789.8,-6294.7,-5717.8,-5251.3,-5492.1,-6405,-6540.5,-4824.9,-4388.5,-3681.3,-5065.7,-4764.8,-3375.3,-3856.8
0,-3400.4,-1765.1,-1434.1,-832.12,-852.18,-842.15,-832.12,-2136.3,-2778.4,-4303.3,-6806.3,-6063.9,-7062.1,-6731.1,-5958.6,-5712.8,-4985.5,-4323.3,-5020.6,-4167.8,-5813.1,-6635.8,-4022.4,-6324.8
0,-2959,-2432.3,-1454.1,-1429,-1158.2,-917.39,-857.2,-2778.4,-6665.9,-6986.9,-6028.8,-4263.1,-4774.8,-4067.5,-4142.8,-3917,-4634.3,-4062.5,-2908.8,-3897,-5637.6,-5497.1,-4458.8,-4559.1
0,-4804.9,-2487.4,-842.15,-1108,-837.14,-827.1,-1093,-3144.5,-6013.8,-8105.5,-5938.5,-4845,-4699.5,-4187.9,-3907,-4734.7,-3400.4,-2086.1,-2708.1,-4182.9,-5035.6,-6540.5,-5216.2,-4047.4
0,-3355.2,-1820.3,-1494.2,-852.18,-862.22,-862.22,-862.22,-2362,-7483.5,-5988.7,-5261.3,-5472,-4192.9,-4152.8,-4012.3,-3927.1,-3746.5,-3631.1,-4077.5,-4413.6,-6043.9,-5582.4,-4965.4,-4288.2
0,-4022.4,-2106.2,-2111.2,-852.18,-1143.1,-1062.9,-937.46,-3114.5,-6756.1,-8190.8,-5366.7,-4343.4,-4824.9,-3821.7,-3400.4,-3480.6,-2331.9,-2502.5,-3014.1,-3781.6,-5110.9,-6420.1,-4860.1,-4087.6
0,-3209.8,-2377.1,-1419,-611.41,-852.18,-852.18,-1163.2,-3435.5,-7714.2,-8727.5,-5813.1,-4980.4,-3530.8,-4192.9,-4609.3,-4177.9,-3886.9,-3209.8,-2763.3,-3360.2,-4855,-5146,-3601,-3440.5
0,-3601,-2121.3,-942.47,-932.44,-877.27,-882.28,-591.35,-2612.8,-4202.9,-5828.2,-6169.3,-7834.6,-6941.7,-7318,-6966.8,-5146,-4192.9,-4047.4,-3114.5,-3325.1,-5502.1,-5477,-4544,-4097.6
0,-3721.4,-1845.4,-1539.4,-1278.6,-927.43,-892.31,-1198.3,-1624.7,-2918.8,-5672.7,-7468.4,-7348.1,-6369.9,-5391.8,-6946.8,-4238.1,-4423.7,-4238.1,-5161,-5908.4,-5557.3,-5361.7,-5793.1,-4383.5
0,-3575.9,-2121.3,-1208.3,-882.28,-957.52,-786.98,-997.65,-3480.6,-7182.5,-7639,-6741.1,-5191.1,-4875.1,-3826.7,-4840,-6866.5,-5060.7,-2577.7,-2738.2,-4729.6,-6063.9,-7428.3,-4870.1,-5311.5
0,-4283.2,-1790.2,-877.27,-842.15,-872.25,-847.17,-2191.5,-3656.2,-8085.4,-7618.9,-6063.9,-4032.4,-4508.9,-4383.5,-3746.5,-2668,-3525.8,-3059.3,-2743.3,-5707.8,-7538.7,-5913.4,-4669.4,-4388.5
0,-4112.7,-1614.6,-1042.8,-1138.1,-847.17,-862.22,-1173.2,-2597.8,-7583.8,-7719.2,-6786.2,-3982.2,-3596,-3891.9,-4007.3,-3520.8,-3631.1,-2873.7,-4002.3,-4804.9,-6996.9,-6706,-4724.6,-4719.6
0,-3621.1,-2181.5,-1504.3,-1113,-1163.2,-1609.6,-1208.3,-3811.7,-8456.6,-8205.8,-6174.3,-3897,-5487.1,-4047.4,-4012.3,-3249.9,-3550.9,-3530.8,-2748.3,-4087.6,-5798.1,-6856.5,-4819.9,-4067.5
0,-3340.2,-2201.5,-1343.8,-807.04,-666.59,-852.18,-1333.7,-2823.5,-7538.7,-8075.4,-5452,-5226.2,-4423.7,-4554.1,-4664.4,-4634.3,-3039.2,-3611,-3184.7,-4213,-6094,-7398.2,-3861.9,-4804.9
0,-3636.1,-2397.1,-1489.2,-1419,-1118,-922.41,-1223.4,-1910.6,-4900.2,-4900.2,-7152.4,-7217.6,-5612.5,-5657.6,-5998.7,-5446.9,-5813.1,-4403.6,-3846.8,-4564.1,-5186.1,-5622.5,-5452,-3997.3
0,-3796.6,-3400.4,-2347,-1514.3,-942.47,-832.12,-791.99,-1740,-3074.3,-4905.2,-8050.3,-10463,-8341.2,-7834.6,-7463.4,-6395,-5517.2,-4182.9,-5426.9,-4689.5,-6706,-5943.5,-4880.1,-5742.9
0,-2913.8,-2151.4,-1163.2,-832.12,-6570.6,-8471.7,-8872.9,-10573,-8998.4,-8832.8,-6354.9,-5737.9,-5216.2,-3626.1,-4463.8,-4017.4,-6164.2,-5818.1,-3034.2,-4955.4,-5316.5,-7092.2,-5923.5,-4102.6
0,-3751.5,-2096.2,-1278.6,-852.18,-1148.1,-1163.2,-1514.3,-4830,-9284.3,-8842.9,-4659.4,-4052.5,-6455.2,-4895.2,-5472,-3791.6,-3575.9,-3886.9,-3726.4,-4604.2,-6756.1,-7032,-4880.1,-5301.5
0,-4910.2,-2076.1,-1138.1,-611.41,-837.14,-581.31,-1143.1,-2587.8,-8296.1,-9394.6,-5441.9,-4223,-4007.3,-4197.9,-3871.9,-3721.4,-3450.5,-3616.1,-4278.2,-3651.2,-6364.9,-6635.8,-3997.3,-3937.1
0,-2984,-2146.3,-1188.3,-1178.2,-857.2,-872.25,-1183.2,-3626.1,-8180.7,-7282.8,-5426.9,-5105.8,-5261.3,-4870.1,-5256.3,-5025.6,-5391.8,-5472,-4097.6,-4463.8,-6801.3,-6390,-5236.3,-4017.4
0,-3425.5,-2221.6,-1539.4,-1128.1,-586.33,-837.14,-1158.2,-2979,-7934.9,-9284.3,-4639.3,-5697.7,-4478.8,-4614.3,-4132.7,-3791.6,-4052.5,-3616.1,-4925.3,-4814.9,-5401.8,-5768,-4403.6,-2868.7
0,-2908.8,-2823.5,-1429,-1108,-1108,-1153.2,-1439.1,-2397.1,-4177.9,-6390,-8872.9,-7960,-6339.8,-6535.4,-5567.3,-5697.7,-5060.7,-5572.3,-4734.7,-4574.1,-5156,-4850,-3666.2,-3866.9
0,-3435.5,-3560.9,-1850.4,-1484.2,-1168.2,-887.3,-857.2,-1860.4,-3666.2,-4233,-8842.9,-7654,-7323,-5632.5,-6766.2,-6505.3,-5627.5,-4534,-4126.7,-5142,-4708.6,-6319.7,-5156,-4389.5
0,-4578.2,-2172.4,-1197.3,-882.28,-878.27,-866.23,-1349.8,-2467.4,-8346.3,-8219.9,-5442.9,-4560.1,-3875.9,-4253.1,-3968.2,-5545.3,-5051.7,-3310.1,-3320.1,-5451,-6115.1,-7473.5,-4780.8,-4146.8
