0,-1896.4,-1396,-574.27,-198.24,-381.89,-195.87,-393.34,-1713.6,-3528,-5943.5,-2959,-3754.2,-3288.3,-3921.1,-2964.6,-3442,-2772.3,-2230.4,-1771.4,-2504.4,-3855.8,-4101.6,-3169.4,-2789.9
0,-2393.1,-1371,-804.97,-612.04,-598.76,-848.05,-796.77,-1705.9,-3921,-5783.8,-3818.5,-2634,-2758.9,-2921.9,-3599.6,-2739.8,-1904.3,-2347.1,-1853.6,-2773.1,-3979.4,-3368.4,-2826.6,-2153.4
0,-1794.6,-1429,-1208.4,-597.44,-594.52,-798.9,-868.54,-1186.9,-2524.5,-3844.8,-3330.6,-4367.6,-3970.8,-3650,-3816.4,-4445.8,-4539.6,-3358.6,-3058.5,-2571.9,-3526,-3319.3,-2362.8,-2695
0,-2381.2,-1255.4,-1028,-613.93,-628.29,-621.92,-615.56,-1514.4,-1957.1,-3007.9,-4732.5,-4221.7,-4909.7,-4682.3,-4150.8,-3982,-3481.6,-3026.1,-3506.9,-2920.1,-4053.8,-4621,-2821.5,-4407.9
0,-2090.2,-1728,-1054.8,-1038.1,-852.07,-686.78,-645.87,-1969.6,-4647.7,-4869.3,-4210,-2994.4,-3347.4,-2860.8,-2913.1,-2758.2,-3252.8,-2859.5,-2065.4,-2746.6,-3945.9,-3849.8,-3135.1,-3204.8
0,-3374.6,-1779,-646.37,-830.02,-644,-637.63,-821.28,-2234.9,-4211.6,-5652.8,-4160.8,-3408.2,-3308.6,-2956.7,-2763.8,-3334.4,-2415.9,-1511.3,-1940.3,-2956.5,-3544.4,-4581.4,-3669.9,-2865.4
0,-2389.2,-1332.6,-1108.5,-666.86,-674.31,-674.85,-675.4,-1708.9,-5236.9,-4207.9,-3707.5,-3853.1,-2972.7,-2945.6,-2849.4,-2791.2,-2667.4,-2588.5,-2896.5,-3128.5,-4251.9,-3934.6,-3510.2,-3044.3
0,-2861.7,-1542.5,-1546.5,-679.9,-880.82,-826.09,-740.26,-2240.2,-4749,-5737.6,-3793.1,-3088.8,-3421,-2730.6,-2440.9,-2496.8,-1706.1,-1824.1,-2177.1,-2706.2,-3622.3,-4524.6,-3450.6,-2919.1
0,-2315.1,-1742.1,-1082.8,-527.1,-693.48,-694.02,-908.76,-2474.4,-5421.9,-6120.3,-4113.6,-3540.6,-2542.7,-2999.3,-3286.6,-2990,-2790.2,-2324.3,-2017.4,-2429.1,-3459.1,-3660.1,-2596.5,-2486.5
0,-2597.6,-1579,-767.61,-761.25,-723.79,-727.79,-527.95,-1920.8,-3016.5,-4136.4,-4371.9,-5519.5,-4905.1,-5164.7,-4923.4,-3669.8,-3014,-2914.3,-2272.3,-2417.9,-3917.9,-3901.1,-3259.1,-2952.1
0,-2693.6,-1402,-1191.8,-1012.7,-771.37,-747.73,-959.02,-1253.2,-2145.1,-4042.4,-5279.8,-5197.4,-4524.2,-3851.1,-4922.6,-3057.6,-3185.9,-3058.6,-3694.9,-4210.2,-3968.9,-3834.7,-4132.4,-3162.1
